B21004_007E,B21004_005E,B21004_006E,B21004_004E,B21004_002E,B21004_001E,B21005_033E,B21005_030E,B21005_031E,B21005_032E,B21005_026E,B21005_027E,B21005_028E,B21005_029E,B21005_021E,B21005_022E,B21005_023E,B21005_024E,B21005_025E,B21005_020E,B21005_018E,B21005_019E,B21005_014E,B21005_015E,B21005_016E,B21005_017E,B21005_010E,B21005_011E,B21005_012E,B21005_013E,B21005_006E,B21005_007E,B21005_008E,B21005_009E,B21005_002E,B21005_003E,B21005_004E,B21005_005E,B21005_001E,B21001_032E,B21001_031E,B21001_039E,B21001_038E,B21001_037E,B21001_034E,B21001_033E,B21001_036E,B21001_035E,B21001_014E,B21001_016E,B21001_015E,B21001_010E,B21001_019E,B21001_018E,B21001_026E,B21001_025E,B21001_029E,B21001_022E,B21001_021E,B21001_002E,B21001_001E,B21001_004E,B21001_007E,B21001_006E,B21001_009E,B21100_002E,B21100_001E,B21100_008E,B21100_007E,B21100_006E,B21100_004E,B21100_005E,B21100_003E,B21002_011E,B21002_016E,B21002_013E,B21002_012E,B21002_009E,B21002_003E,B21002_004E,B21002_008E,B21002_007E,B21002_006E,B21002_005E,B21003_004E,B21003_007E,B21003_009E,B21003_008E,B21003_010E,B21003_003E,B21003_001E,district,year,B21004_003E,B21005_034E,B21001_030E,B21001_013E,B21001_017E,B21001_011E,B21001_020E,B21001_027E,B21001_028E,B21001_024E,B21001_008E,B21100_009E,B21002_010E,B21002_014E,B21002_001E,B21003_006E,B21003_011E,B21003_002E,B21001_012E,B21001_023E,B21001_005E,B21001_003E,B21002_015E,B21002_002E,B21003_005E
1035.773048618264,802.3077178519471,1072.704036050845,846.1244188203642,1148.4076225381234,1294.3917531026666,1301.999771529375,796.633721736725,1272.993558980562,864.875456252221,1066.0605696943187,937.210385104495,998.8508634743843,1352.8849178595733,684.7404089330241,974.9916592670437,1002.9454867471256,1229.672223403856,1503.6936375555933,630.9519898064888,184.34506916052925,1032.2035427101046,1117.530585022155,1033.0467969093982,1028.1901560726928,798.7628952857335,843.8083018043287,717.7338355034094,828.6078871071181,414.37353114238687,1123.4199259361064,1388.7052039348603,951.0954415171133,831.48146705641,2094.0111665602067,1449.9453316196166,1038.3975777001992,894.8905540668753,700.2422375332322,1005.6603011560925,1555.861165343765,882.2620118973587,1027.721022942141,256.9909823246654,1273.9269039170986,1012.1096706652438,1777.1811450418784,1193.7583598209926,914.9812732279079,1285.3269321779876,1204.3039065351163,930.1338390854776,1132.7821408927553,622.8723901074591,1096.2074769772437,962.3431816289635,1165.4180846303802,991.1201168128196,1044.8160627541026,1258.4177488455987,613.8003867057419,1413.8616615754893,888.7641636360121,1373.3779982855215,1398.633789912145,1199.7709834228942,1275.0446968810706,841.6350953021225,1511.308425642368,550.7336048025311,464.5873019257048,725.7209306913796,975.0508789463316,801.7407495445806,794.1462745825062,1018.4376074753524,1031.188929438054,814.6642928461138,624.0011514563596,942.0428315404891,852.7509915915053,797.4356349893449,971.5662236815947,920.1607211592577,1226.9595091470028,547.4833734654306,1042.471004272496,1017.8198202805958,789.7402496241273,837.0097547293257,753.4084309607636,WA-1,2012,,,,,,,,,,,,,,,,,,,,,,,,,
1029.3127788821807,676.3080403200786,447.11842619367735,1029.9773706100473,1674.1046773596972,1273.50677945499,887.2807124175308,652.0968476769312,1175.7250867362718,922.196363373322,1021.234478537223,1656.7976163268304,1151.1871904396673,709.2408501898215,1235.3488503269773,845.2418393915711,911.047849804406,1352.7013597018401,1353.559187419404,1382.424264216988,942.6076686723695,729.4409216353782,1187.796495803452,920.893878188423,1109.3119929419756,1130.5539550600188,895.2901017180881,1083.1222677537567,1115.5525066795965,671.2867538347155,954.6466712928328,1193.4683567455324,730.2912703917618,1411.821192771272,918.5997383297189,969.859720970401,1058.8927173440866,1593.3335725655882,648.4096883227062,1048.1978067050893,848.3319797662222,1384.0106221702226,905.0292580139987,1295.894953247928,458.9284386873105,1228.4993034225724,1006.0522316066466,969.959967583793,727.1558878581669,615.5352673268694,1492.8382111139285,1190.8205596210023,1298.0898326983784,1115.595874159892,454.62891993683314,1164.4328742366738,1188.6120193588442,1244.8168046678322,1014.2843441348094,586.4657230611814,882.7430910065461,1483.4890169002954,635.386704314909,754.8701398976627,1034.8622065184375,1510.6310158571164,616.6583277617838,1334.7000244698404,1433.7177988145143,1786.6773922685818,1389.7102633444367,1216.1383431875104,840.0709765365813,892.7337126879078,1543.0942140669638,614.2373288192512,636.2455045070443,1296.0628386106025,1193.0949795544648,836.3842121357719,1289.96906046581,1094.5830046003757,1229.2955067550731,318.79456502714174,426.7045878408484,966.9193502654718,947.8321531041926,561.1777440058834,1190.492176358152,1353.593097473762,745.4635623364136,WA-2,2012,,,,,,,,,,,,,,,,,,,,,,,,,
698.6711264630329,960.3646769441183,1064.4998087528568,1226.7990684030385,1153.4410497352865,496.7268444291907,1051.5694204915533,986.8655733258572,1086.6835089940905,1797.0793434642674,864.0511247864262,920.18726618086,1536.8982461998255,793.7779176727486,1409.790284054767,521.8336188836296,906.6012433760554,990.2377361286158,1378.727153529271,1060.328043255296,810.6841572527331,1609.1469016442338,1334.610849473495,977.7263377183984,1226.7099484108307,761.8550404305417,803.5952957827161,1181.1966991927427,1789.2540706536058,836.3530503915918,555.0204456980716,914.220354942285,1209.7675149282172,484.931445535274,1028.9054452588089,481.2119548222303,569.4590448978166,1423.8450289258117,667.9464170116825,856.960882001945,1139.0616172366533,988.2401124857306,1170.4851133058085,741.3179355364553,1528.2760824628622,840.3293475960635,800.2927391888934,928.529597543261,1497.5212179899938,993.9216989910606,1177.9091567699054,794.1125420788328,429.5539473340681,1150.955242535289,1144.6040769927124,565.7188120285616,492.21523942881856,1110.1850957036881,1389.263566193458,1415.541359787155,1146.1194599046823,728.9144406256971,892.3974950833134,1143.513212612796,1266.935250237209,962.8096443299596,1097.3395113657891,1537.861897608857,1258.0224542944395,849.5054113298255,1119.5513851069165,566.4527451351724,818.4061950070083,1042.9464736933417,839.4821452905279,1282.6816536650722,764.4318282574036,1044.6808707059593,854.9285855920286,1179.1007952058883,1272.2330022447834,1182.778455020631,975.8867374899382,1167.3312419813476,1066.1734199594987,1253.6129803062136,693.3223283988726,1783.9750948782143,1412.2979358113948,870.906131270575,1080.6081463351345,WA-3,2012,,,,,,,,,,,,,,,,,,,,,,,,,
1584.6183816070798,1303.822496656969,1579.6550604992315,482.682461497265,1383.6985797908687,489.2136277480286,1191.4141674885718,1024.226505052595,1460.382524237571,1020.3996649562433,1759.59290098031,946.1888648301199,1321.6260697377886,1118.7253687705627,1490.6493933233044,1088.4643451527413,1297.1964966750004,1388.6726903900021,774.1009505648437,1289.2153700215117,979.8222529790042,1711.8935838448535,1005.3151766585793,1322.082636920213,750.483131132298,788.6255729806704,761.3363598034259,983.3853042552176,508.6318882830979,1165.127712894689,872.6597195497548,1287.4827023940888,1180.8822074274422,572.9849329207328,1040.8692090930415,722.1472475441989,569.1505267340585,658.0430212064406,886.4788891797463,903.6278911168102,986.4955942114905,621.4312500905421,1363.9734195021294,1112.6871100161597,629.417517365704,792.951543386867,1307.9769380241585,766.6880347524566,1020.1483226230321,1260.8320338221486,1308.6524530597922,1377.1579124630096,1464.4078717669267,972.8621232400994,1232.271267087678,938.3604572919378,1058.4560769682078,774.6979636100003,835.1957932782045,924.3100206641512,544.5157675721322,1025.7272148404224,1127.5443345625863,1238.1182307088075,765.2005408424627,1023.94362992402,632.5392130499774,1246.7226459495375,819.6206814788865,985.6342168445957,1495.202186924485,1029.519619184729,1170.6166207870915,1121.6259271167703,717.7676275517213,1589.565631382357,919.3275582265893,837.8940110702468,1123.5331778914156,1076.7682422113576,939.8356759800071,974.3899424190566,1418.6479031510162,785.8781328013774,620.193929370795,974.8828341005583,1273.2871111676316,1152.608041703735,861.550805777623,1264.1513576746042,773.8307207725802,WA-4,2012,,,,,,,,,,,,,,,,,,,,,,,,,
805.5843694255369,826.2008411703554,776.1504392148413,959.2618726323077,722.1186042018742,469.9756098300627,891.477220501816,825.4779651187555,306.17865234283846,1378.5474426280437,764.2856561276252,964.608767107584,1176.996707047515,973.2680413056611,740.1321422775699,1283.7399563136294,1212.4511311775955,535.8523449760987,1029.008915487898,1059.9765184822259,950.8541268016542,1136.9372274249233,1168.1244622057668,1033.1481967533614,986.6497935094644,1377.9803369157514,1095.8374441112499,78.07807437652401,779.1337385104507,944.6346816438776,634.8951956688975,973.4293460503604,982.9228675607342,583.3462739374883,1366.337682618229,1363.3391728661566,1151.65239168506,1337.2975335575013,1018.7498742992806,742.7423300823009,1236.9401062280765,922.3810084352315,1051.6207403675985,902.8352392634042,1018.8581444137643,1154.5443309145826,1238.7231944018947,814.4724300130085,1058.4014187857304,299.35993079156435,826.3438278885899,401.46630211889067,791.6740688305612,889.9789813740493,1215.408511377489,865.0005556893473,561.9166613793036,1032.0354369871802,530.0400383968769,1044.1075205582424,712.276786750994,1004.4381622787571,672.0334955392793,1273.4406267052457,298.95391278102335,779.4893755528122,601.4570064807122,1233.9215943857098,1028.4469275797805,905.6906914717778,1182.019148115859,645.2721204292656,846.8599161305808,501.2394647223091,1216.2862548854168,762.1222925221633,972.3731505410955,1244.0021354232151,1194.3165742655399,608.3640112969122,1236.2921108664873,1271.2457412428896,807.477394890932,723.1623899902552,1558.3126995470075,1032.6192005909381,1075.7984668095626,1318.7436193658923,794.5826530302752,1182.001641965695,941.8716510568544,WA-5,2012,,,,,,,,,,,,,,,,,,,,,,,,,
1128.5199212780185,923.8054555177158,1504.3843102328976,1113.758382235944,959.1566258208317,1084.0852605421367,752.452402044532,469.69719281073486,1284.3202255893966,911.2165506871182,1089.3388573321456,1250.716385703462,509.4993707073447,918.9263754338474,782.0024898552366,1103.2579842834818,456.31890724574237,921.2711597505898,1286.1410840743004,1129.495131155076,742.6486606675079,727.3951052770458,1342.577140885905,539.6725818750749,1068.934381096183,1195.6213398478453,1014.338375276684,1109.7955355644074,1141.7614373496267,1091.9575292788504,626.6791663704684,746.8252522790932,1032.9998535084999,1043.4607554860986,1370.2726626675253,686.806843393108,709.0546968009627,316.40712957240805,1306.1961652148195,722.0062220819202,546.07304476064,900.3153084036671,836.9638973545091,1311.091132837429,799.2346642740711,934.4109716420644,919.1455402330457,982.4128270417078,1309.19596621488,1065.2284044702303,842.461707790013,1269.2658076911991,1007.9706558410398,550.2101023977882,927.883124848508,852.9225557225955,639.6051762570082,1455.2683884409885,1308.6627440103955,391.1084760730003,760.9639298472318,383.19677515338213,935.0744772191815,1569.61473597955,845.7078020790188,1067.9751892425666,1173.6156537392874,897.3724235309378,1278.3588806955843,645.59657893257,740.1444101770479,1092.825554666411,653.7114185077803,668.4101071443678,1036.717506119789,935.6058395393512,867.3721607491838,568.9114433418365,1018.9323030520989,824.7734799919084,752.1605186939975,1107.0616015994435,948.6941936248403,1195.80054117115,1020.25816031566,1194.27067934764,946.4759837662784,1587.4842355670687,1168.321604135828,1075.825557641949,887.0817532533755,WA-6,2012,,,,,,,,,,,,,,,,,,,,,,,,,
954.9265645922719,1102.4535391684767,1000.7779290662993,1147.8782619104309,1346.7891442838418,958.7182608159897,1068.6078191678164,832.356077929585,1388.028516500621,1029.7338445149717,1068.6100746561774,684.6213088829376,1202.9472946288095,1289.7723071358075,661.5965029342904,1275.166587134268,1083.965665529143,688.6675839848316,1124.9439368243475,360.252671804387,554.3472874897058,725.4695964856902,1423.7346004205663,1072.0967876112506,1437.4676318917984,988.6150973797189,1124.195169231554,1263.208942579826,1598.0419805804747,991.0830944938917,1200.4546534981298,1041.45948681347,1075.0094539761558,509.65246523248726,1140.0066146035408,677.7382834413271,435.5251346094223,827.956215347138,755.4463098081832,851.0326092364207,515.826590482626,879.3822424306578,579.7192545959355,1196.32969254252,556.9075092931147,930.3802721507805,784.592230496933,1064.846203757747,1425.2958792555457,388.5870436953446,906.7702809863501,819.798765651097,1301.9225958202048,1298.0416103726861,913.6410159128541,714.6093731569525,1000.6838149883598,923.3225168889032,982.1330592108438,1046.4284346198149,221.7526917277038,1096.8014873105278,1058.4641070354733,1147.8637041011903,797.6449644945667,1137.2142478519263,909.6104379594539,1011.9561088056447,781.8933305117216,1175.1181304172007,1092.0747782471685,1375.6082487838503,839.8787982114873,1193.213451491314,1209.066364955077,694.5814248965106,755.094603236124,721.2686398863591,1120.2302120455565,710.5638966647969,727.032369349233,1361.0773175895263,469.80138658771233,1089.621920542521,789.3033360064837,989.827265125279,959.4659179146847,317.29587698844267,1069.2118204888486,1233.3647404005092,425.6127321270276,WA-7,2012,,,,,,,,,,,,,,,,,,,,,,,,,
1247.3761692187547,1307.4886735467903,662.7563480431397,941.0921859032244,1341.6158196488016,972.4816076865388,1125.8417183737724,806.4956488023081,433.1294507354404,1253.2307639553424,505.31068935513474,713.3323974982534,1004.5601969587882,1261.891773527972,932.9761846213177,973.1955359504549,899.5494402516169,1543.6743779818833,1056.4457263766606,747.1279652396561,555.4337340832651,1014.433411562297,746.4489851051194,845.5056983281659,920.6693933122671,1426.3548207777312,678.9110851806289,1710.6250450993653,1305.7105104612226,1286.6497619553093,1110.6886635536707,778.9918305758559,1200.3985850179677,986.9209879575251,1379.4574560768112,1017.81818827128,1830.8805680595804,798.8048568048405,1367.0561352765326,1724.781237528866,926.8465112223516,949.5233148717497,642.4250940905408,1098.8394975697943,966.1244896967567,996.9118287085608,793.928854089646,1034.4291182411957,1130.2302036000958,974.96671262704,1138.9915005347632,889.1979230586346,620.4830133899392,1003.3874521054155,1363.2988639691255,1094.7361426926482,1137.4641658545338,995.7597271243906,515.4897524794469,883.3976081299501,1065.8229336027275,883.6168464551641,1058.7751779249402,727.0496116315866,1027.9863629772456,987.2879598766264,1164.5580603639416,1343.7044537512859,572.9928840938019,1061.5648027506509,1272.0330161340914,1439.6250168939132,1472.2994723628399,800.8752527321071,1353.4024072088387,1038.6728824670504,1290.6132056415734,981.3740889284967,745.0194822149564,1357.0075537381726,1363.732891625616,1082.7299503828358,785.3819256114224,756.859628137843,1318.7465175148102,1438.3950005163556,485.24796383105536,727.7464397945956,1462.3936514108548,1535.4249926287143,699.9990513791481,WA-8,2012,,,,,,,,,,,,,,,,,,,,,,,,,
955.0165679328879,409.0356518581629,893.6149803045778,663.8572371867539,1038.2784224587938,793.6067106356146,481.7609237458206,1476.9494260075826,954.3426752012749,723.7509749113203,1306.649754396558,1023.4724332231406,1065.4042934689296,1154.993889071855,860.8448647269083,928.5126773961005,1341.2386185928121,779.0461661744339,853.9666517880704,921.6598420664492,1118.8714354458475,671.7020593545682,642.243890315369,274.6489647891211,1268.6236816735684,978.283250387097,774.3060556432487,737.4267210504956,1292.0373875355472,1164.2174162159988,1422.8458325842344,1018.9319849936384,1224.3528729692207,1113.417800078143,1080.4830488577516,1510.7588535734178,749.5880688785423,607.4129434599374,1227.744353774846,540.7873797672884,522.2521464157259,1245.3669467554432,373.07445031996065,910.9510850534705,1001.6332970981754,920.6996768398644,1257.1952884258433,902.8086486159559,1656.409292483554,1229.83330989067,662.9160031067537,1060.041211151562,1184.920106272683,1348.8789758052,488.1640289143471,779.5618486168839,1098.2313321944582,1163.7437991430056,954.4559886589445,941.8419764484773,812.5705481241937,678.9287636283972,732.792650500397,1284.2110961175667,1404.5643550735153,616.3909218092975,1001.3664183431862,665.4477978290757,1233.8095331626018,1262.4799076035183,740.930585321019,1053.9405147029445,250.29838379611843,1224.9435461474502,1002.3874946626521,1402.446699205793,1003.7803278468188,1274.495589820023,697.8603298068962,1152.3733643853325,808.4862047822043,1097.744032918022,1363.234207883822,658.2313868388765,1167.0496220005766,337.33430893331155,1080.923512497395,888.586765718782,1216.0390217973527,920.8765482087668,932.6647454335738,WA-9,2012,,,,,,,,,,,,,,,,,,,,,,,,,
1353.4865462374703,471.36558083476626,1290.3574739405612,843.5625289618489,1098.0106896132352,1005.9182371409939,875.5977383159684,784.3486234531175,1048.290016322249,1561.5972166304637,856.9502329396121,826.2964194723181,867.9895102738622,900.097709655325,1349.8391322543741,892.1348603675266,779.1225681469796,966.2408986030428,1423.869079941302,991.3843815396193,731.4926517762746,1240.5040782148378,864.6516576378673,1355.2493943478053,1242.9018834009728,1382.4357835267763,1182.7017934596963,1360.3282936557855,951.409141033719,1223.408298828296,489.7771681886017,1612.8353997546546,1448.386841834379,673.5865239877271,970.2923232525765,683.827909313935,934.4092273025877,1438.3260397802999,1392.0188873929692,987.6854134046594,451.7733037390339,930.5550171581025,1565.0964625005165,877.2832197577508,354.57141813219664,1290.5547416284192,930.0232282673016,493.4701904816076,938.1623854647509,1248.5560920225087,833.1887263247578,1125.7810928926772,824.1156644420427,1291.4079569790297,752.9425303051966,660.6820197131713,889.7583274674802,827.1980148233004,781.1338801340588,1239.6068612704833,561.198591495532,893.5676079995667,1727.384356829961,1248.7312334132891,900.1593967477681,1091.4750637610032,1002.085880136352,421.2984008040337,1159.718664818768,804.3285360166769,1000.7826183242345,1010.8740102867981,1357.0603313707002,615.2197890506748,971.9077014274286,977.2737161897761,762.6070846361507,1045.2353470357368,1398.7631057366373,1034.5497937329974,1247.0118262956578,1355.919409923991,593.5542471618352,664.5838154721419,350.4669089246385,916.0618205057852,1027.186460400603,647.5664355009734,813.0883092654929,921.8467182072267,1003.4729833998631,WA-10,2012,,,,,,,,,,,,,,,,,,,,,,,,,
